row_id,source_state_file,source_state_abbr,state,municipality,health_unit_name,address,phones_raw,cnes,antivenoms_raw,source_notes,state_clean,municipality_clean,health_unit_name_clean,address_clean,phones_clean,antivenoms_joined,geocode_query,normalization_notes,needs_review_pre_geocode
BA_0111,BA.json,BA,BAHIA,Itagimirim,Hospital Municipal Luis Eduardo Magalhães,"Trav. 13 de Maio, 01 – Centro",(73) 3289-2385,3043185,Botrópico|Crotálico|Escorpiônico e Araneídico,ATENDIMENTO=SIM,BAHIA,Itagimirim,Hospital Municipal Luis Eduardo Magalhães,"Trav. 13 de Maio, 01 – Centro",(73) 3289-2385,"Botrópico, Crotálico, Escorpiônico e Araneídico","Hospital Municipal Luis Eduardo Magalhães, Trav. 13 de Maio, 01 – Centro, Itagimirim, BAHIA, Brasil",,false
BA_0112,BA.json,BA,BAHIA,Itajú do Colônia,Unidade Mista de Itajú do Colônia,"Av. Lomanto Júnior, 365 - Centro",(73) 98149-4623,2414074,Botrópico|Crotálico|Elapídico|Laquético|Escorpiônico|Araneídico,ATENDIMENTO=SIM,BAHIA,Itajú do Colônia,Unidade Mista de Itajú do Colônia,"Av. Lomanto Júnior, 365 - Centro",(73) 98149-4623,"Botrópico, Crotálico, Elapídico, Laquético, Escorpiônico, Araneídico","Unidade Mista de Itajú do Colônia, Av. Lomanto Júnior, 365 - Centro, Itajú do Colônia, BAHIA, Brasil",,false
BA_0113,BA.json,BA,BAHIA,Itamaraju,Hospital Regional de Itamarajú,Rua Frei Geremias s/nº - Novo Prado,(73) 3294-1242 / 1206,2556847,Botrópico|Escorpiônico,ATENDIMENTO=SIM,BAHIA,Itamaraju,Hospital Regional de Itamarajú,Rua Frei Geremias s/nº - Novo Prado,(73) 3294-1242 / 1206,"Botrópico, Escorpiônico","Hospital Regional de Itamarajú, Rua Frei Geremias s/nº - Novo Prado, Itamaraju, BAHIA, Brasil",,false
BA_0114,BA.json,BA,BAHIA,Itamari,Secretaria Municipal de Saúde,"Rua Djalma Bessa, s/n – Alto da Indepência",(73) 3532-1295,6416039,"É suprido pela rede de frio quando do atendimento de ocorrência, dada a proximidade",ATENDIMENTO=SIM; supplied by cold chain network,BAHIA,Itamari,Secretaria Municipal de Saúde,"Rua Djalma Bessa, s/n – Alto da Indepência",(73) 3532-1295,"É suprido pela rede de frio quando do atendimento de ocorrência, dada a proximidade","Secretaria Municipal de Saúde, Rua Djalma Bessa, s/n – Alto da Indepência, Itamari, BAHIA, Brasil",,false
BA_0115,BA.json,BA,BAHIA,Itambé,Hospital Regional São Sebastião,"Av. Eurico Gaspar Dultra, 229 - Centro",(77) 3432-1220,2414465,Botrópico|Crotálico|Elapídico|Laquético|Escorpiônico|Araneídico,ATENDIMENTO=SIM,BAHIA,Itambé,Hospital Regional São Sebastião,"Av. Eurico Gaspar Dultra, 229 - Centro",(77) 3432-1220,"Botrópico, Crotálico, Elapídico, Laquético, Escorpiônico, Araneídico","Hospital Regional São Sebastião, Av. Eurico Gaspar Dultra, 229 - Centro, Itambé, BAHIA, Brasil",,false
BA_0116,BA.json,BA,BAHIA,Itaparica,Hospital Geral de Itaparica,"Estrada da Rodagem, s/n – KM 06",(71) 3631-8400,2602083,Botrópico|Crotálico|Elapídico|Escorpiônico,ATENDIMENTO=SIM,BAHIA,Itaparica,Hospital Geral de Itaparica,"Estrada da Rodagem, s/n – KM 06",(71) 3631-8400,"Botrópico, Crotálico, Elapídico, Escorpiônico","Hospital Geral de Itaparica, Estrada da Rodagem, s/n – KM 06, Itaparica, BAHIA, Brasil",,false
BA_0117,BA.json,BA,BAHIA,Itapebi,Maternidade Nelson Moura,"Rua Vista Alegre, s/n – Centro",(73) 3286-1724,2414651,Botrópico|Crotálico|Escorpiônico e Araneídico,ATENDIMENTO=SIM,BAHIA,Itapebi,Maternidade Nelson Moura,"Rua Vista Alegre, s/n – Centro",(73) 3286-1724,"Botrópico, Crotálico, Escorpiônico e Araneídico","Maternidade Nelson Moura, Rua Vista Alegre, s/n – Centro, Itapebi, BAHIA, Brasil",,false
BA_0118,BA.json,BA,BAHIA,Itapetinga,Santa Casa de Misericórdia (Hospital Cristo Redentor),"Av. Luiz Viana Filho, 560 - Morumbi",(77) 3262-1929,2417189,Botrópico|Crotálico|Elapídico|Laquético|Escorpiônico|Araneídico,ATENDIMENTO=SIM,BAHIA,Itapetinga,Santa Casa de Misericórdia (Hospital Cristo Redentor),"Av. Luiz Viana Filho, 560 - Morumbi",(77) 3262-1929,"Botrópico, Crotálico, Elapídico, Laquético, Escorpiônico, Araneídico","Santa Casa de Misericórdia (Hospital Cristo Redentor), Av. Luiz Viana Filho, 560 - Morumbi, Itapetinga, BAHIA, Brasil",,false
BA_0119,BA.json,BA,BAHIA,Itapetinga,UPA 24h,"Av. Gerson de Oliveira, s/n - Nova Itapetinga",,7116896,Botrópico|Crotálico|Elapídico|Laquético|Escorpiônico|Araneídico,ATENDIMENTO=SIM; phone marked 'não disponível',BAHIA,Itapetinga,UPA 24h,"Av. Gerson de Oliveira, s/n - Nova Itapetinga",,"Botrópico, Crotálico, Elapídico, Laquético, Escorpiônico, Araneídico","UPA 24h, Av. Gerson de Oliveira, s/n - Nova Itapetinga, Itapetinga, BAHIA, Brasil",phones empty,false
BA_0120,BA.json,BA,BAHIA,Itarantim,Hospital Regional de Itarantim,"Rua Maria Quitéria, s/n – Centro",(73) 3266-2276,2417456,Botrópico|Crotálico|Elapídico|Laquético|Escorpiônico|Araneídico,ATENDIMENTO=SIM,BAHIA,Itarantim,Hospital Regional de Itarantim,"Rua Maria Quitéria, s/n – Centro",(73) 3266-2276,"Botrópico, Crotálico, Elapídico, Laquético, Escorpiônico, Araneídico","Hospital Regional de Itarantim, Rua Maria Quitéria, s/n – Centro, Itarantim, BAHIA, Brasil",,false
BA_0121,BA.json,BA,BAHIA,Itarantim,Hospital Regional de Itarantim,"Rua Maria Quitéria, s/n – Centro",(73) 3266-2276,2417456,Botrópico|Crotálico|Elapídico|Laquético|Escorpiônico|Araneídico,ATENDIMENTO=SIM; entry duplicated in source PDF (appears twice on page 17),BAHIA,Itarantim,Hospital Regional de Itarantim,"Rua Maria Quitéria, s/n – Centro",(73) 3266-2276,"Botrópico, Crotálico, Elapídico, Laquético, Escorpiônico, Araneídico","Hospital Regional de Itarantim, Rua Maria Quitéria, s/n – Centro, Itarantim, BAHIA, Brasil",,false
BA_0122,BA.json,BA,BAHIA,Itiruçu,Hosp Munic. Pedro Pimentel Ribeiro,"Rua Alfredo Brito, s/n - José Alves Teixeira",(73) 3538-1310,2423928,Botrópico|Escorpiônico,ATENDIMENTO=SIM,BAHIA,Itiruçu,Hosp Munic. Pedro Pimentel Ribeiro,"Rua Alfredo Brito, s/n - José Alves Teixeira",(73) 3538-1310,"Botrópico, Escorpiônico","Hosp Munic. Pedro Pimentel Ribeiro, Rua Alfredo Brito, s/n - José Alves Teixeira, Itiruçu, BAHIA, Brasil",,false
BA_0123,BA.json,BA,BAHIA,Itatim,Maternidade Maria Eunice Dultra Soares,"Rua João XXIII, s/n - Centro",(75) 3199-2279,2444704,Botrópico|Crotálico|Escorpiônico e Araneídico,ATENDIMENTO=SIM,BAHIA,Itatim,Maternidade Maria Eunice Dultra Soares,"Rua João XXIII, s/n - Centro",(75) 3199-2279,"Botrópico, Crotálico, Escorpiônico e Araneídico","Maternidade Maria Eunice Dultra Soares, Rua João XXIII, s/n - Centro, Itatim, BAHIA, Brasil",,false
BA_0124,BA.json,BA,BAHIA,Itiúba,Hospital Municipal de Itiúba,"Praça 3 de Outubro, 188 - Centro",,2423936,Botrópico|Crotálico|Elapídico|Laquético|Escorpiônico|Araneídico,ATENDIMENTO=SIM; phone marked 'não disponível',BAHIA,Itiúba,Hospital Municipal de Itiúba,"Praça 3 de Outubro, 188 - Centro",,"Botrópico, Crotálico, Elapídico, Laquético, Escorpiônico, Araneídico","Hospital Municipal de Itiúba, Praça 3 de Outubro, 188 - Centro, Itiúba, BAHIA, Brasil",phones empty,false
BA_0125,BA.json,BA,BAHIA,Itororó,Fundação Hospital e Maternidade de Itororó,"Rua José do Patrocínio, 251 – Centro",(73) 3265-1117,2445204,Botrópico|Crotálico|Elapídico|Laquético|Escorpiônico|Araneídico,ATENDIMENTO=SIM,BAHIA,Itororó,Fundação Hospital e Maternidade de Itororó,"Rua José do Patrocínio, 251 – Centro",(73) 3265-1117,"Botrópico, Crotálico, Elapídico, Laquético, Escorpiônico, Araneídico","Fundação Hospital e Maternidade de Itororó, Rua José do Patrocínio, 251 – Centro, Itororó, BAHIA, Brasil",,false
BA_0126,BA.json,BA,BAHIA,Ituaçu,Hospital Municipal de Ituaçu,"Av. José Carlos Brito, s/n – Dois de Julho",(77) 3415-2557,2445247,Botrópico|Crotálico|Elapídico|Escorpiônico|Araneídico,ATENDIMENTO=SIM,BAHIA,Ituaçu,Hospital Municipal de Ituaçu,"Av. José Carlos Brito, s/n – Dois de Julho",(77) 3415-2557,"Botrópico, Crotálico, Elapídico, Escorpiônico, Araneídico","Hospital Municipal de Ituaçu, Av. José Carlos Brito, s/n – Dois de Julho, Ituaçu, BAHIA, Brasil",,false
BA_0127,BA.json,BA,BAHIA,Ituberá,Hospital Antonio da Costa Pinto Dantas,"Rua Largo da Saúde, s/n - Centro",(73) 3256-3255,2445352,Botrópico|Crotálico|Elapídico|Laquético|Escorpiônico|Araneídico,ATENDIMENTO=SIM,BAHIA,Ituberá,Hospital Antonio da Costa Pinto Dantas,"Rua Largo da Saúde, s/n - Centro",(73) 3256-3255,"Botrópico, Crotálico, Elapídico, Laquético, Escorpiônico, Araneídico","Hospital Antonio da Costa Pinto Dantas, Rua Largo da Saúde, s/n - Centro, Ituberá, BAHIA, Brasil",,false
BA_0128,BA.json,BA,BAHIA,Jaborandi,Hospital Municipal Hermenegildo Dias de Silva,"Rua Alto do Cruzeiro, 10 - Centro",(77) 3683-2160,2801582,Botrópico|Crotálico|Escorpiônico e Araneídico,ATENDIMENTO=SIM,BAHIA,Jaborandi,Hospital Municipal Hermenegildo Dias de Silva,"Rua Alto do Cruzeiro, 10 - Centro",(77) 3683-2160,"Botrópico, Crotálico, Escorpiônico e Araneídico","Hospital Municipal Hermenegildo Dias de Silva, Rua Alto do Cruzeiro, 10 - Centro, Jaborandi, BAHIA, Brasil",,false
BA_0129,BA.json,BA,BAHIA,Jacaraci,Hospital Municipal Nossa Senhora da Conceição,"R. Castro Alves, S/N - CENTRO.",(77)3466 2110,2466694,É suprido pela rede de frio quando do atendimento de ocorrência.,ATENDIMENTO=SIM; supplied by cold chain network,BAHIA,Jacaraci,Hospital Municipal Nossa Senhora da Conceição,"R. Castro Alves, S/N - CENTRO.",(77)3466 2110,É suprido pela rede de frio quando do atendimento de ocorrência.,"Hospital Municipal Nossa Senhora da Conceição, R. Castro Alves, S/N - CENTRO., Jacaraci, BAHIA, Brasil",,false
BA_0130,BA.json,BA,BAHIA,Jacobina,UPA Josefa Maia da Silva,"AV.Centenário ,BR 324, s/n - Jacobina III",(74) 3622-2918,9078673,Botrópico|Crotálico|Escorpiônico,ATENDIMENTO=SIM,BAHIA,Jacobina,UPA Josefa Maia da Silva,"AV.Centenário ,BR 324, s/n - Jacobina III",(74) 3622-2918,"Botrópico, Crotálico, Escorpiônico","UPA Josefa Maia da Silva, AV.Centenário ,BR 324, s/n - Jacobina III, Jacobina, BAHIA, Brasil",,false
BA_0131,BA.json,BA,BAHIA,Jaguaquara,Hospital Municipal de Jaguaquara,"Av. Pio XII, 166 - Muritiba",(73) 3534-1053,2802252,Botrópico|Crotálico|Elapídico|Escorpiônico|Araneídico,ATENDIMENTO=SIM,BAHIA,Jaguaquara,Hospital Municipal de Jaguaquara,"Av. Pio XII, 166 - Muritiba",(73) 3534-1053,"Botrópico, Crotálico, Elapídico, Escorpiônico, Araneídico","Hospital Municipal de Jaguaquara, Av. Pio XII, 166 - Muritiba, Jaguaquara, BAHIA, Brasil",,false
BA_0132,BA.json,BA,BAHIA,Jaguaquara,UPA,Av. Domingos Fioravante - Entroncamento,(73) 3530-1176,211680,Botrópico|Escorpiônico,ATENDIMENTO=SIM,BAHIA,Jaguaquara,UPA,Av. Domingos Fioravante - Entroncamento,(73) 3530-1176,"Botrópico, Escorpiônico","UPA, Av. Domingos Fioravante - Entroncamento, Jaguaquara, BAHIA, Brasil",,false
BA_0133,BA.json,BA,BAHIA,Jaguarari,Hospital Municipal de Jaguarari,"Praça Marcolino de Barros, 5 - Centro",(74) 3619-2090,2601400,Botrópico|Crotálico|Elapídico|Laquético|Escorpiônico|Araneídico,ATENDIMENTO=SIM,BAHIA,Jaguarari,Hospital Municipal de Jaguarari,"Praça Marcolino de Barros, 5 - Centro",(74) 3619-2090,"Botrópico, Crotálico, Elapídico, Laquético, Escorpiônico, Araneídico","Hospital Municipal de Jaguarari, Praça Marcolino de Barros, 5 - Centro, Jaguarari, BAHIA, Brasil",,false
BA_0134,BA.json,BA,BAHIA,Jequié,Hospital Geral Prado Valadares,"Rua São Cristóvão, s/n - Centro",(73) 3528-7100,2400693,Botrópico|Crotálico|Elapídico|Escorpiônico|Araneídico,ATENDIMENTO=SIM,BAHIA,Jequié,Hospital Geral Prado Valadares,"Rua São Cristóvão, s/n - Centro",(73) 3528-7100,"Botrópico, Crotálico, Elapídico, Escorpiônico, Araneídico","Hospital Geral Prado Valadares, Rua São Cristóvão, s/n - Centro, Jequié, BAHIA, Brasil",,false
BA_0135,BA.json,BA,BAHIA,Jequié,UPA,"Av. Lomanto Jr., S/N - Cansanção",(71) 98747-3089,9362398,Escorpiônico,ATENDIMENTO=SIM,BAHIA,Jequié,UPA,"Av. Lomanto Jr., S/N - Cansanção",(71) 98747-3089,Escorpiônico,"UPA, Av. Lomanto Jr., S/N - Cansanção, Jequié, BAHIA, Brasil",,false
BA_0136,BA.json,BA,BAHIA,Jeremoabo,Hospital Geral de Jeremoabo,"Rua José Lourenço de Carvalho, s/n - João Paulo II",(75) 3203-2306,2304767,"É suprido pela rede de frio quando do atendimento de ocorrência, dada a proximidade",ATENDIMENTO=SIM; supplied by cold chain network,BAHIA,Jeremoabo,Hospital Geral de Jeremoabo,"Rua José Lourenço de Carvalho, s/n - João Paulo II",(75) 3203-2306,"É suprido pela rede de frio quando do atendimento de ocorrência, dada a proximidade","Hospital Geral de Jeremoabo, Rua José Lourenço de Carvalho, s/n - João Paulo II, Jeremoabo, BAHIA, Brasil",,false
BA_0137,BA.json,BA,BAHIA,Jiquiriçá,Hospital e Maternidade Júlia Maia,"Rua Coronel Vicente, 148 - Centro",(75) 3651-2191,2483408,Botrópico|Crotálico|Escorpiônico,ATENDIMENTO=SIM,BAHIA,Jiquiriçá,Hospital e Maternidade Júlia Maia,"Rua Coronel Vicente, 148 - Centro",(75) 3651-2191,"Botrópico, Crotálico, Escorpiônico","Hospital e Maternidade Júlia Maia, Rua Coronel Vicente, 148 - Centro, Jiquiriçá, BAHIA, Brasil",,false
BA_0138,BA.json,BA,BAHIA,Juazeiro,Hospital Regional de Juazeiro,"Trav. do Hospital, s/n - Santo Antônio",(74) 3612-5625,4028155,Botrópico|Crotálico|Elapídico|Escorpiônico|Araneídico,ATENDIMENTO=SIM,BAHIA,Juazeiro,Hospital Regional de Juazeiro,"Trav. do Hospital, s/n - Santo Antônio",(74) 3612-5625,"Botrópico, Crotálico, Elapídico, Escorpiônico, Araneídico","Hospital Regional de Juazeiro, Trav. do Hospital, s/n - Santo Antônio, Juazeiro, BAHIA, Brasil",,false
BA_0139,BA.json,BA,BAHIA,Jucuruçu,Hospital Municipal Paulo Souto,Av. Manoel Rodrigues s/nº - Califórnia,(73) 3662-2201,2533413,Botrópico|Escorpiônico,ATENDIMENTO=SIM,BAHIA,Jucuruçu,Hospital Municipal Paulo Souto,Av. Manoel Rodrigues s/nº - Califórnia,(73) 3662-2201,"Botrópico, Escorpiônico","Hospital Municipal Paulo Souto, Av. Manoel Rodrigues s/nº - Califórnia, Jucuruçu, BAHIA, Brasil",,false
BA_0140,BA.json,BA,BAHIA,Lagedo do Tabocal,Hospital Municipal Álvaro Fagundes,"Rua Achilles Brochini, s/n - Centro",(73) 3556-1222,2602210,Botrópico|Escorpiônico|Araneídico,ATENDIMENTO=SIM,BAHIA,Lagedo do Tabocal,Hospital Municipal Álvaro Fagundes,"Rua Achilles Brochini, s/n - Centro",(73) 3556-1222,"Botrópico, Escorpiônico, Araneídico","Hospital Municipal Álvaro Fagundes, Rua Achilles Brochini, s/n - Centro, Lagedo do Tabocal, BAHIA, Brasil",,false
BA_0141,BA.json,BA,BAHIA,Laje,Hospital e Maternidade Municipal Ranulfo José de Almeida,"Av. Antonio Carlos Magalhães, s/n - Centro",(75) 3662-2634,2390078,Botrópico|Crotálico|Escorpiônico e Araneídico,ATENDIMENTO=SIM,BAHIA,Laje,Hospital e Maternidade Municipal Ranulfo José de Almeida,"Av. Antonio Carlos Magalhães, s/n - Centro",(75) 3662-2634,"Botrópico, Crotálico, Escorpiônico e Araneídico","Hospital e Maternidade Municipal Ranulfo José de Almeida, Av. Antonio Carlos Magalhães, s/n - Centro, Laje, BAHIA, Brasil",,false
BA_0142,BA.json,BA,BAHIA,Lamarão,Hospital Municipal Catharina Maria dos Reis,Rua do Conj. Habitacional Minha Casa Minha Vida,,9280871,"É suprido pela rede de frio quando do atendimento de ocorrência, dada a proximidade",ATENDIMENTO=SIM; phone marked 'não disponível'; supplied by cold chain,BAHIA,Lamarão,Hospital Municipal Catharina Maria dos Reis,Rua do Conj. Habitacional Minha Casa Minha Vida,,"É suprido pela rede de frio quando do atendimento de ocorrência, dada a proximidade","Hospital Municipal Catharina Maria dos Reis, Rua do Conj. Habitacional Minha Casa Minha Vida, Lamarão, BAHIA, Brasil",phones empty,false
BA_0143,BA.json,BA,BAHIA,Lauro de Freitas,Hospital Geral Menandro de Faria,Estrada do Côco Km 45,(71) 3379-0099 / 7352,2802023,Botrópico|Escorpiônico,ATENDIMENTO=SIM,BAHIA,Lauro de Freitas,Hospital Geral Menandro de Faria,Estrada do Côco Km 45,(71) 3379-0099 / 7352,"Botrópico, Escorpiônico","Hospital Geral Menandro de Faria, Estrada do Côco Km 45, Lauro de Freitas, BAHIA, Brasil",,false
BA_0144,BA.json,BA,BAHIA,Lençóis,Hospital Municipal Sebastião Martins Alves,"Rua Vai Quem Quer, s/n - Centro",(75) 3341-1996,2483688,Botrópico|Crotálico|Elapídico|Laquético|Escorpiônico|Araneídico,ATENDIMENTO=SIM,BAHIA,Lençóis,Hospital Municipal Sebastião Martins Alves,"Rua Vai Quem Quer, s/n - Centro",(75) 3341-1996,"Botrópico, Crotálico, Elapídico, Laquético, Escorpiônico, Araneídico","Hospital Municipal Sebastião Martins Alves, Rua Vai Quem Quer, s/n - Centro, Lençóis, BAHIA, Brasil",,false
BA_0145,BA.json,BA,BAHIA,Livramento de Nossa Senhora,Hospital Municipal de Livramento (Hosp. Munic. Dr. Ulysses Celestino da Silva),"Av. Presidente Vargas, 829 - Centro",(77) 3444-2223,2487616,Botrópico|Crotálico|Elapídico|Escorpiônico|Araneídico,ATENDIMENTO=SIM,BAHIA,Livramento de Nossa Senhora,Hospital Municipal de Livramento (Hosp. Munic. Dr. Ulysses Celestino da Silva),"Av. Presidente Vargas, 829 - Centro",(77) 3444-2223,"Botrópico, Crotálico, Elapídico, Escorpiônico, Araneídico","Hospital Municipal de Livramento (Hosp. Munic. Dr. Ulysses Celestino da Silva), Av. Presidente Vargas, 829 - Centro, Livramento de Nossa Senhora, BAHIA, Brasil",,false
BA_0146,BA.json,BA,BAHIA,Macajuba,Hospital Municipal Julieta Sampaio,"Praça Dilson Pamponete Lopes, s/n – Planalto",(74) 3259-2402,2492881,Botrópico|Crotálico|Elapídico|Escorpiônico|Araneídico,ATENDIMENTO=SIM,BAHIA,Macajuba,Hospital Municipal Julieta Sampaio,"Praça Dilson Pamponete Lopes, s/n – Planalto",(74) 3259-2402,"Botrópico, Crotálico, Elapídico, Escorpiônico, Araneídico","Hospital Municipal Julieta Sampaio, Praça Dilson Pamponete Lopes, s/n – Planalto, Macajuba, BAHIA, Brasil",,false
BA_0147,BA.json,BA,BAHIA,Macarani,Hospital São Pedro,"Av. Camilo de Jesus Lima km 10, 999 – Centro",(77) 3274-2165,2492911,Botrópico|Crotálico|Elapídico|Laquético|Escorpiônico|Araneídico,ATENDIMENTO=SIM,BAHIA,Macarani,Hospital São Pedro,"Av. Camilo de Jesus Lima km 10, 999 – Centro",(77) 3274-2165,"Botrópico, Crotálico, Elapídico, Laquético, Escorpiônico, Araneídico","Hospital São Pedro, Av. Camilo de Jesus Lima km 10, 999 – Centro, Macarani, BAHIA, Brasil",,false
BA_0148,BA.json,BA,BAHIA,Macaúbas,UPA de Macaúbas,"Av. Via do Acesso, s/n - Luís Eduardo Magalhães",(77) 3473-1269,717573,Botrópico|Crotálico|Elapídico|Escorpiônico|Araneídico,ATENDIMENTO=SIM,BAHIA,Macaúbas,UPA de Macaúbas,"Av. Via do Acesso, s/n - Luís Eduardo Magalhães",(77) 3473-1269,"Botrópico, Crotálico, Elapídico, Escorpiônico, Araneídico","UPA de Macaúbas, Av. Via do Acesso, s/n - Luís Eduardo Magalhães, Macaúbas, BAHIA, Brasil",,false
BA_0149,BA.json,BA,BAHIA,Madre de Deus,Hospital Municipal Dr. Eduardo Ribeiro Bahiana,"Av. Milton Bahia Ribeiro, 1900 - Centro",(71) 3604-4005,3289826,Botrópico|Crotálico|Escorpiônico,ATENDIMENTO=SIM,BAHIA,Madre de Deus,Hospital Municipal Dr. Eduardo Ribeiro Bahiana,"Av. Milton Bahia Ribeiro, 1900 - Centro",(71) 3604-4005,"Botrópico, Crotálico, Escorpiônico","Hospital Municipal Dr. Eduardo Ribeiro Bahiana, Av. Milton Bahia Ribeiro, 1900 - Centro, Madre de Deus, BAHIA, Brasil",,false
BA_0150,BA.json,BA,BAHIA,Maetinga,Centro de Saúde de Maetinga (Centro de Saúde Alexnaldo Pinheiro Bandeira),"Rua Sebastião Lima, 1 - Centro",(77) 3472-2276/2247,6436838,Botrópico|araneídico,ATENDIMENTO=SIM,BAHIA,Maetinga,Centro de Saúde de Maetinga (Centro de Saúde Alexnaldo Pinheiro Bandeira),"Rua Sebastião Lima, 1 - Centro",(77) 3472-2276/2247,"Botrópico, araneídico","Centro de Saúde de Maetinga (Centro de Saúde Alexnaldo Pinheiro Bandeira), Rua Sebastião Lima, 1 - Centro, Maetinga, BAHIA, Brasil",,false
BA_0151,BA.json,BA,BAHIA,Maiquinique,Hospital Maternidade Municipal de Maiquinique,"Rua Maria Dalia Pereira de Almeida, s/nº – União Operária",(77) 3275-2200,2493578,Botrópico|Crotálico|Elapídico|Laquético|Escorpiônico|Araneídico,ATENDIMENTO=SIM; name wraps across pages 20-21,BAHIA,Maiquinique,Hospital Maternidade Municipal de Maiquinique,"Rua Maria Dalia Pereira de Almeida, s/nº – União Operária",(77) 3275-2200,"Botrópico, Crotálico, Elapídico, Laquético, Escorpiônico, Araneídico","Hospital Maternidade Municipal de Maiquinique, Rua Maria Dalia Pereira de Almeida, s/nº – União Operária, Maiquinique, BAHIA, Brasil",,false
BA_0152,BA.json,BA,BAHIA,Mairi,Hospital Deputado Luís Eduardo Magalhães,"Avenida ACM, S/Nº - Reviver",(74) 3632 2111,4028511,Botrópico,ATENDIMENTO=Sim,BAHIA,Mairi,Hospital Deputado Luís Eduardo Magalhães,"Avenida ACM, S/Nº - Reviver",(74) 3632 2111,Botrópico,"Hospital Deputado Luís Eduardo Magalhães, Avenida ACM, S/Nº - Reviver, Mairi, BAHIA, Brasil",,false
BA_0153,BA.json,BA,BAHIA,Maracás,Hospital Municipal Dr. Alvaro Bezerra,"Rua Desembargador Julho Virgilio, 65 - Centro",(73) 3533-2132,2600854,Botrópico|Crotálico|Escorpiônico|Araneídico,ATENDIMENTO=SIM,BAHIA,Maracás,Hospital Municipal Dr. Alvaro Bezerra,"Rua Desembargador Julho Virgilio, 65 - Centro",(73) 3533-2132,"Botrópico, Crotálico, Escorpiônico, Araneídico","Hospital Municipal Dr. Alvaro Bezerra, Rua Desembargador Julho Virgilio, 65 - Centro, Maracás, BAHIA, Brasil",,false
BA_0154,BA.json,BA,BAHIA,Marcionílio Souza,Hospital Luiz Eduardo Magalhaes,"Praça Aquilino de Brito, s/n Centro, CEP 46780-000",(75) 99181-0736,3016986,Escorpiônico,ATENDIMENTO=SIM,BAHIA,Marcionílio Souza,Hospital Luiz Eduardo Magalhaes,"Praça Aquilino de Brito, s/n Centro, CEP 46780-000",(75) 99181-0736,Escorpiônico,"Hospital Luiz Eduardo Magalhaes, Praça Aquilino de Brito, s/n Centro, CEP 46780-000, Marcionílio Souza, BAHIA, Brasil",,false
BA_0155,BA.json,BA,BAHIA,Mata de São João,Hospital Geral de Mata de São João (Hosp. Munic. Dr. Eurico Goulart de Freitas),"Rua Maurilio Moreira, s/n – Centro",(71) 3635-1005/1705,2627418,Botrópico|Crotálico|Elapídico|Laquético|Escorpiônico|Araneídico,ATENDIMENTO=SIM,BAHIA,Mata de São João,Hospital Geral de Mata de São João (Hosp. Munic. Dr. Eurico Goulart de Freitas),"Rua Maurilio Moreira, s/n – Centro",(71) 3635-1005/1705,"Botrópico, Crotálico, Elapídico, Laquético, Escorpiônico, Araneídico","Hospital Geral de Mata de São João (Hosp. Munic. Dr. Eurico Goulart de Freitas), Rua Maurilio Moreira, s/n – Centro, Mata de São João, BAHIA, Brasil",,false
BA_0156,BA.json,BA,BAHIA,Medeiros Neto,Hospital Municipal De medeiros Neto,"Rua Damazio Rodrigues, Planalto 01",(73) 99856-6821,4028740,Botrópico|Escorpiônico,ATENDIMENTO=SIM,BAHIA,Medeiros Neto,Hospital Municipal De medeiros Neto,"Rua Damazio Rodrigues, Planalto 01",(73) 99856-6821,"Botrópico, Escorpiônico","Hospital Municipal De medeiros Neto, Rua Damazio Rodrigues, Planalto 01, Medeiros Neto, BAHIA, Brasil",,false
BA_0157,BA.json,BA,BAHIA,Miguel Calmon,Hospital Português,"Avenia João Sahag, s/nº Centro",(74) 3627-7803,2498421,Botrópico,ATENDIMENTO=SIM,BAHIA,Miguel Calmon,Hospital Português,"Avenia João Sahag, s/nº Centro",(74) 3627-7803,Botrópico,"Hospital Português, Avenia João Sahag, s/nº Centro, Miguel Calmon, BAHIA, Brasil",,false
BA_0158,BA.json,BA,BAHIA,Mirante,Rede de Frio,"Rua Mario Marinho de Lima, s/n, Centro",(77) 98827-2180,2498596,Escorpiônico. Botrópico e Aracnidico,ATENDIMENTO=NÃO; cold chain storage point,BAHIA,Mirante,Rede de Frio,"Rua Mario Marinho de Lima, s/n, Centro",(77) 98827-2180,Escorpiônico. Botrópico e Aracnidico,"Rede de Frio, Rua Mario Marinho de Lima, s/n, Centro, Mirante, BAHIA, Brasil",,false
BA_0159,BA.json,BA,BAHIA,Milagres,Hospital Municipal de Milagres,"Av. Conrado Menezes da Silva, s/n - Centro",(75) 3545-2097,2498456,Botrópico|Crotálico|Escorpiônico,ATENDIMENTO=SIM,BAHIA,Milagres,Hospital Municipal de Milagres,"Av. Conrado Menezes da Silva, s/n - Centro",(75) 3545-2097,"Botrópico, Crotálico, Escorpiônico","Hospital Municipal de Milagres, Av. Conrado Menezes da Silva, s/n - Centro, Milagres, BAHIA, Brasil",,false
